unq_id,timestamp,customer_no,location,revenue_per_minute,before
Cust_2019-09-04 08:58:00_no_264,2019-09-04 08:58:00,264,dairy,5,checkout
Cust_2019-09-04 08:58:00_no_265,2019-09-04 08:58:00,265,fruit,4,dairy
Cust_2019-09-04 08:59:00_no_195,2019-09-04 08:59:00,195,drinks,6,fruit
Cust_2019-09-04 08:59:00_no_210,2019-09-04 08:59:00,210,checkout,0,drinks
Cust_2019-09-04 08:59:00_no_240,2019-09-04 08:59:00,240,checkout,0,checkout
Cust_2019-09-04 08:59:00_no_251,2019-09-04 08:59:00,251,checkout,0,checkout
Cust_2019-09-04 08:59:00_no_254,2019-09-04 08:59:00,254,checkout,0,checkout
Cust_2019-09-04 08:59:00_no_255,2019-09-04 08:59:00,255,spices,3,checkout
Cust_2019-09-04 08:59:00_no_260,2019-09-04 08:59:00,260,fruit,4,spices
Cust_2019-09-04 08:59:00_no_261,2019-09-04 08:59:00,261,spices,3,fruit
Cust_2019-09-04 08:59:00_no_265,2019-09-04 08:59:00,265,dairy,5,spices
Cust_2019-09-04 08:59:00_no_266,2019-09-04 08:59:00,266,spices,3,dairy
Cust_2019-09-04 09:00:00_no_261,2019-09-04 09:00:00,261,checkout,0,spices
Cust_2019-09-04 09:00:00_no_265,2019-09-04 09:00:00,265,spices,3,checkout
Cust_2019-09-04 09:00:00_no_266,2019-09-04 09:00:00,266,drinks,6,spices
Cust_2019-09-04 09:01:00_no_195,2019-09-04 09:01:00,195,checkout,0,drinks
Cust_2019-09-04 09:01:00_no_228,2019-09-04 09:01:00,228,fruit,4,checkout
Cust_2019-09-04 09:01:00_no_245,2019-09-04 09:01:00,245,checkout,0,fruit
Cust_2019-09-04 09:01:00_no_253,2019-09-04 09:01:00,253,checkout,0,checkout
Cust_2019-09-04 09:01:00_no_255,2019-09-04 09:01:00,255,drinks,6,checkout
Cust_2019-09-04 09:01:00_no_260,2019-09-04 09:01:00,260,checkout,0,drinks
Cust_2019-09-04 09:01:00_no_265,2019-09-04 09:01:00,265,drinks,6,checkout
Cust_2019-09-04 09:01:00_no_266,2019-09-04 09:01:00,266,checkout,0,drinks
Cust_2019-09-04 09:02:00_no_228,2019-09-04 09:02:00,228,checkout,0,checkout
Cust_2019-09-04 09:02:00_no_255,2019-09-04 09:02:00,255,fruit,4,checkout
Cust_2019-09-04 09:02:00_no_262,2019-09-04 09:02:00,262,checkout,0,fruit
Cust_2019-09-04 09:02:00_no_267,2019-09-04 09:02:00,267,dairy,5,checkout
Cust_2019-09-04 09:03:00_no_234,2019-09-04 09:03:00,234,checkout,0,dairy
Cust_2019-09-04 09:03:00_no_250,2019-09-04 09:03:00,250,checkout,0,checkout
Cust_2019-09-04 09:03:00_no_255,2019-09-04 09:03:00,255,dairy,5,checkout
Cust_2019-09-04 09:03:00_no_265,2019-09-04 09:03:00,265,fruit,4,dairy
Cust_2019-09-04 09:04:00_no_229,2019-09-04 09:04:00,229,dairy,5,fruit
Cust_2019-09-04 09:04:00_no_255,2019-09-04 09:04:00,255,checkout,0,dairy
Cust_2019-09-04 09:04:00_no_258,2019-09-04 09:04:00,258,drinks,6,checkout
Cust_2019-09-04 09:04:00_no_268,2019-09-04 09:04:00,268,fruit,4,drinks
Cust_2019-09-04 09:04:00_no_269,2019-09-04 09:04:00,269,drinks,6,fruit
Cust_2019-09-04 09:04:00_no_270,2019-09-04 09:04:00,270,dairy,5,drinks
Cust_2019-09-04 09:04:00_no_271,2019-09-04 09:04:00,271,spices,3,dairy
Cust_2019-09-04 09:04:00_no_272,2019-09-04 09:04:00,272,dairy,5,spices
Cust_2019-09-04 09:04:00_no_273,2019-09-04 09:04:00,273,spices,3,dairy
Cust_2019-09-04 09:05:00_no_258,2019-09-04 09:05:00,258,fruit,4,spices
Cust_2019-09-04 09:05:00_no_268,2019-09-04 09:05:00,268,dairy,5,fruit
Cust_2019-09-04 09:05:00_no_273,2019-09-04 09:05:00,273,dairy,5,dairy
Cust_2019-09-04 09:05:00_no_274,2019-09-04 09:05:00,274,dairy,5,dairy
Cust_2019-09-04 09:05:00_no_275,2019-09-04 09:05:00,275,dairy,5,dairy
Cust_2019-09-04 09:05:00_no_276,2019-09-04 09:05:00,276,dairy,5,dairy
Cust_2019-09-04 09:06:00_no_229,2019-09-04 09:06:00,229,spices,3,dairy
Cust_2019-09-04 09:06:00_no_258,2019-09-04 09:06:00,258,spices,3,spices
Cust_2019-09-04 09:06:00_no_265,2019-09-04 09:06:00,265,checkout,0,spices
Cust_2019-09-04 09:06:00_no_271,2019-09-04 09:06:00,271,drinks,6,checkout
Cust_2019-09-04 09:06:00_no_274,2019-09-04 09:06:00,274,fruit,4,drinks
Cust_2019-09-04 09:06:00_no_277,2019-09-04 09:06:00,277,fruit,4,fruit
Cust_2019-09-04 09:06:00_no_278,2019-09-04 09:06:00,278,drinks,6,fruit
Cust_2019-09-04 09:06:00_no_279,2019-09-04 09:06:00,279,dairy,5,drinks
Cust_2019-09-04 09:06:00_no_280,2019-09-04 09:06:00,280,dairy,5,dairy
Cust_2019-09-04 09:06:00_no_281,2019-09-04 09:06:00,281,drinks,6,dairy
Cust_2019-09-04 09:07:00_no_229,2019-09-04 09:07:00,229,dairy,5,drinks
Cust_2019-09-04 09:07:00_no_258,2019-09-04 09:07:00,258,dairy,5,dairy
Cust_2019-09-04 09:07:00_no_269,2019-09-04 09:07:00,269,spices,3,dairy
Cust_2019-09-04 09:07:00_no_273,2019-09-04 09:07:00,273,fruit,4,spices
Cust_2019-09-04 09:07:00_no_275,2019-09-04 09:07:00,275,fruit,4,fruit
Cust_2019-09-04 09:08:00_no_269,2019-09-04 09:08:00,269,checkout,0,fruit
Cust_2019-09-04 09:08:00_no_271,2019-09-04 09:08:00,271,dairy,5,checkout
Cust_2019-09-04 09:08:00_no_278,2019-09-04 09:08:00,278,checkout,0,dairy
Cust_2019-09-04 09:08:00_no_280,2019-09-04 09:08:00,280,checkout,0,checkout
Cust_2019-09-04 09:08:00_no_282,2019-09-04 09:08:00,282,fruit,4,checkout
Cust_2019-09-04 09:09:00_no_271,2019-09-04 09:09:00,271,drinks,6,fruit
Cust_2019-09-04 09:09:00_no_275,2019-09-04 09:09:00,275,dairy,5,drinks
Cust_2019-09-04 09:09:00_no_276,2019-09-04 09:09:00,276,spices,3,dairy
Cust_2019-09-04 09:09:00_no_277,2019-09-04 09:09:00,277,drinks,6,spices
Cust_2019-09-04 09:09:00_no_283,2019-09-04 09:09:00,283,dairy,5,drinks
Cust_2019-09-04 09:09:00_no_284,2019-09-04 09:09:00,284,fruit,4,dairy
Cust_2019-09-04 09:09:00_no_285,2019-09-04 09:09:00,285,spices,3,fruit
Cust_2019-09-04 09:10:00_no_264,2019-09-04 09:10:00,264,fruit,4,spices
Cust_2019-09-04 09:10:00_no_268,2019-09-04 09:10:00,268,checkout,0,fruit
Cust_2019-09-04 09:10:00_no_274,2019-09-04 09:10:00,274,checkout,0,checkout
Cust_2019-09-04 09:10:00_no_277,2019-09-04 09:10:00,277,spices,3,checkout
Cust_2019-09-04 09:10:00_no_283,2019-09-04 09:10:00,283,fruit,4,spices
Cust_2019-09-04 09:10:00_no_284,2019-09-04 09:10:00,284,dairy,5,fruit
Cust_2019-09-04 09:10:00_no_286,2019-09-04 09:10:00,286,drinks,6,dairy
Cust_2019-09-04 09:10:00_no_287,2019-09-04 09:10:00,287,fruit,4,drinks
Cust_2019-09-04 09:10:00_no_288,2019-09-04 09:10:00,288,spices,3,fruit
Cust_2019-09-04 09:10:00_no_289,2019-09-04 09:10:00,289,dairy,5,spices
Cust_2019-09-04 09:10:00_no_290,2019-09-04 09:10:00,290,fruit,4,dairy
Cust_2019-09-04 09:11:00_no_271,2019-09-04 09:11:00,271,spices,3,fruit
Cust_2019-09-04 09:11:00_no_276,2019-09-04 09:11:00,276,dairy,5,spices
Cust_2019-09-04 09:11:00_no_279,2019-09-04 09:11:00,279,spices,3,dairy
Cust_2019-09-04 09:11:00_no_281,2019-09-04 09:11:00,281,checkout,0,spices
Cust_2019-09-04 09:11:00_no_283,2019-09-04 09:11:00,283,dairy,5,checkout
Cust_2019-09-04 09:11:00_no_284,2019-09-04 09:11:00,284,checkout,0,dairy
Cust_2019-09-04 09:11:00_no_285,2019-09-04 09:11:00,285,checkout,0,checkout
Cust_2019-09-04 09:11:00_no_286,2019-09-04 09:11:00,286,fruit,4,checkout
Cust_2019-09-04 09:11:00_no_287,2019-09-04 09:11:00,287,dairy,5,fruit
Cust_2019-09-04 09:11:00_no_288,2019-09-04 09:11:00,288,dairy,5,dairy
Cust_2019-09-04 09:11:00_no_290,2019-09-04 09:11:00,290,checkout,0,dairy
Cust_2019-09-04 09:11:00_no_291,2019-09-04 09:11:00,291,fruit,4,checkout
Cust_2019-09-04 09:11:00_no_292,2019-09-04 09:11:00,292,dairy,5,fruit
Cust_2019-09-04 09:11:00_no_293,2019-09-04 09:11:00,293,fruit,4,dairy
Cust_2019-09-04 09:11:00_no_294,2019-09-04 09:11:00,294,spices,3,fruit
Cust_2019-09-04 09:11:00_no_295,2019-09-04 09:11:00,295,dairy,5,spices
Cust_2019-09-04 09:12:00_no_271,2019-09-04 09:12:00,271,drinks,6,dairy
Cust_2019-09-04 09:12:00_no_272,2019-09-04 09:12:00,272,spices,3,drinks
Cust_2019-09-04 09:12:00_no_282,2019-09-04 09:12:00,282,checkout,0,spices
Cust_2019-09-04 09:12:00_no_283,2019-09-04 09:12:00,283,checkout,0,checkout
Cust_2019-09-04 09:12:00_no_294,2019-09-04 09:12:00,294,drinks,6,checkout
Cust_2019-09-04 09:13:00_no_248,2019-09-04 09:13:00,248,checkout,0,drinks
Cust_2019-09-04 09:13:00_no_264,2019-09-04 09:13:00,264,dairy,5,checkout
Cust_2019-09-04 09:13:00_no_270,2019-09-04 09:13:00,270,checkout,0,dairy
Cust_2019-09-04 09:13:00_no_271,2019-09-04 09:13:00,271,spices,3,checkout
Cust_2019-09-04 09:13:00_no_279,2019-09-04 09:13:00,279,drinks,6,spices
Cust_2019-09-04 09:13:00_no_287,2019-09-04 09:13:00,287,checkout,0,drinks
Cust_2019-09-04 09:13:00_no_291,2019-09-04 09:13:00,291,spices,3,checkout
Cust_2019-09-04 09:13:00_no_294,2019-09-04 09:13:00,294,checkout,0,spices
Cust_2019-09-04 09:13:00_no_296,2019-09-04 09:13:00,296,dairy,5,checkout
Cust_2019-09-04 09:14:00_no_267,2019-09-04 09:14:00,267,drinks,6,dairy
Cust_2019-09-04 09:14:00_no_271,2019-09-04 09:14:00,271,drinks,6,drinks
Cust_2019-09-04 09:14:00_no_272,2019-09-04 09:14:00,272,fruit,4,drinks
Cust_2019-09-04 09:14:00_no_276,2019-09-04 09:14:00,276,spices,3,fruit
Cust_2019-09-04 09:14:00_no_277,2019-09-04 09:14:00,277,dairy,5,spices
Cust_2019-09-04 09:14:00_no_279,2019-09-04 09:14:00,279,checkout,0,dairy
Cust_2019-09-04 09:14:00_no_292,2019-09-04 09:14:00,292,fruit,4,checkout
Cust_2019-09-04 09:14:00_no_296,2019-09-04 09:14:00,296,drinks,6,fruit
Cust_2019-09-04 09:14:00_no_297,2019-09-04 09:14:00,297,fruit,4,drinks
Cust_2019-09-04 09:15:00_no_272,2019-09-04 09:15:00,272,dairy,5,fruit
Cust_2019-09-04 09:15:00_no_273,2019-09-04 09:15:00,273,spices,3,dairy
Cust_2019-09-04 09:15:00_no_276,2019-09-04 09:15:00,276,dairy,5,spices
Cust_2019-09-04 09:15:00_no_291,2019-09-04 09:15:00,291,checkout,0,dairy
Cust_2019-09-04 09:16:00_no_267,2019-09-04 09:16:00,267,checkout,0,checkout
Cust_2019-09-04 09:16:00_no_271,2019-09-04 09:16:00,271,checkout,0,checkout
Cust_2019-09-04 09:16:00_no_272,2019-09-04 09:16:00,272,checkout,0,checkout
Cust_2019-09-04 09:16:00_no_273,2019-09-04 09:16:00,273,dairy,5,checkout
Cust_2019-09-04 09:16:00_no_277,2019-09-04 09:16:00,277,checkout,0,dairy
Cust_2019-09-04 09:16:00_no_286,2019-09-04 09:16:00,286,checkout,0,checkout
Cust_2019-09-04 09:16:00_no_293,2019-09-04 09:16:00,293,spices,3,checkout
Cust_2019-09-04 09:16:00_no_295,2019-09-04 09:16:00,295,checkout,0,spices
Cust_2019-09-04 09:16:00_no_296,2019-09-04 09:16:00,296,checkout,0,checkout
Cust_2019-09-04 09:16:00_no_298,2019-09-04 09:16:00,298,dairy,5,checkout
Cust_2019-09-04 09:16:00_no_299,2019-09-04 09:16:00,299,fruit,4,dairy
Cust_2019-09-04 09:16:00_no_300,2019-09-04 09:16:00,300,dairy,5,fruit
Cust_2019-09-04 09:17:00_no_292,2019-09-04 09:17:00,292,dairy,5,dairy
Cust_2019-09-04 09:17:00_no_293,2019-09-04 09:17:00,293,dairy,5,dairy
Cust_2019-09-04 09:17:00_no_299,2019-09-04 09:17:00,299,checkout,0,dairy
Cust_2019-09-04 09:19:00_no_229,2019-09-04 09:19:00,229,checkout,0,checkout
Cust_2019-09-04 09:19:00_no_258,2019-09-04 09:19:00,258,checkout,0,checkout
Cust_2019-09-04 09:19:00_no_273,2019-09-04 09:19:00,273,fruit,4,checkout
Cust_2019-09-04 09:19:00_no_276,2019-09-04 09:19:00,276,checkout,0,fruit
Cust_2019-09-04 09:19:00_no_292,2019-09-04 09:19:00,292,checkout,0,checkout
Cust_2019-09-04 09:19:00_no_293,2019-09-04 09:19:00,293,checkout,0,checkout
Cust_2019-09-04 09:19:00_no_301,2019-09-04 09:19:00,301,spices,3,checkout
Cust_2019-09-04 09:19:00_no_302,2019-09-04 09:19:00,302,spices,3,spices
Cust_2019-09-04 09:19:00_no_303,2019-09-04 09:19:00,303,spices,3,spices
Cust_2019-09-04 09:19:00_no_304,2019-09-04 09:19:00,304,fruit,4,spices
Cust_2019-09-04 09:19:00_no_305,2019-09-04 09:19:00,305,drinks,6,fruit
Cust_2019-09-04 09:19:00_no_306,2019-09-04 09:19:00,306,fruit,4,drinks
Cust_2019-09-04 09:20:00_no_264,2019-09-04 09:20:00,264,drinks,6,fruit
Cust_2019-09-04 09:20:00_no_273,2019-09-04 09:20:00,273,checkout,0,drinks
Cust_2019-09-04 09:20:00_no_298,2019-09-04 09:20:00,298,checkout,0,checkout
Cust_2019-09-04 09:20:00_no_301,2019-09-04 09:20:00,301,drinks,6,checkout
Cust_2019-09-04 09:20:00_no_302,2019-09-04 09:20:00,302,checkout,0,drinks
Cust_2019-09-04 09:20:00_no_303,2019-09-04 09:20:00,303,drinks,6,checkout
Cust_2019-09-04 09:20:00_no_305,2019-09-04 09:20:00,305,checkout,0,drinks
Cust_2019-09-04 09:20:00_no_306,2019-09-04 09:20:00,306,checkout,0,checkout
Cust_2019-09-04 09:21:00_no_275,2019-09-04 09:21:00,275,drinks,6,checkout
Cust_2019-09-04 09:21:00_no_303,2019-09-04 09:21:00,303,fruit,4,drinks
Cust_2019-09-04 09:22:00_no_297,2019-09-04 09:22:00,297,dairy,5,fruit
Cust_2019-09-04 09:22:00_no_301,2019-09-04 09:22:00,301,fruit,4,dairy
Cust_2019-09-04 09:23:00_no_264,2019-09-04 09:23:00,264,spices,3,fruit
Cust_2019-09-04 09:23:00_no_288,2019-09-04 09:23:00,288,fruit,4,spices
Cust_2019-09-04 09:23:00_no_303,2019-09-04 09:23:00,303,checkout,0,fruit
Cust_2019-09-04 09:23:00_no_307,2019-09-04 09:23:00,307,dairy,5,checkout
Cust_2019-09-04 09:23:00_no_308,2019-09-04 09:23:00,308,spices,3,dairy
Cust_2019-09-04 09:23:00_no_309,2019-09-04 09:23:00,309,drinks,6,spices
Cust_2019-09-04 09:24:00_no_264,2019-09-04 09:24:00,264,dairy,5,drinks
Cust_2019-09-04 09:24:00_no_288,2019-09-04 09:24:00,288,dairy,5,dairy
Cust_2019-09-04 09:24:00_no_289,2019-09-04 09:24:00,289,checkout,0,dairy
Cust_2019-09-04 09:24:00_no_300,2019-09-04 09:24:00,300,drinks,6,checkout
Cust_2019-09-04 09:24:00_no_301,2019-09-04 09:24:00,301,dairy,5,drinks
Cust_2019-09-04 09:24:00_no_310,2019-09-04 09:24:00,310,fruit,4,dairy
Cust_2019-09-04 09:24:00_no_311,2019-09-04 09:24:00,311,drinks,6,fruit
Cust_2019-09-04 09:25:00_no_297,2019-09-04 09:25:00,297,spices,3,drinks
Cust_2019-09-04 09:25:00_no_300,2019-09-04 09:25:00,300,spices,3,spices
Cust_2019-09-04 09:25:00_no_304,2019-09-04 09:25:00,304,checkout,0,spices
Cust_2019-09-04 09:25:00_no_309,2019-09-04 09:25:00,309,fruit,4,checkout
Cust_2019-09-04 09:25:00_no_312,2019-09-04 09:25:00,312,fruit,4,fruit
Cust_2019-09-04 09:25:00_no_313,2019-09-04 09:25:00,313,fruit,4,fruit
Cust_2019-09-04 09:25:00_no_314,2019-09-04 09:25:00,314,drinks,6,fruit
Cust_2019-09-04 09:26:00_no_300,2019-09-04 09:26:00,300,checkout,0,drinks
Cust_2019-09-04 09:26:00_no_308,2019-09-04 09:26:00,308,dairy,5,checkout
Cust_2019-09-04 09:26:00_no_309,2019-09-04 09:26:00,309,drinks,6,dairy
Cust_2019-09-04 09:26:00_no_311,2019-09-04 09:26:00,311,checkout,0,drinks
Cust_2019-09-04 09:26:00_no_314,2019-09-04 09:26:00,314,checkout,0,checkout
Cust_2019-09-04 09:26:00_no_315,2019-09-04 09:26:00,315,spices,3,checkout
Cust_2019-09-04 09:26:00_no_316,2019-09-04 09:26:00,316,drinks,6,spices
Cust_2019-09-04 09:26:00_no_317,2019-09-04 09:26:00,317,fruit,4,drinks
Cust_2019-09-04 09:26:00_no_318,2019-09-04 09:26:00,318,fruit,4,fruit
Cust_2019-09-04 09:26:00_no_319,2019-09-04 09:26:00,319,fruit,4,fruit
Cust_2019-09-04 09:26:00_no_320,2019-09-04 09:26:00,320,fruit,4,fruit
Cust_2019-09-04 09:27:00_no_288,2019-09-04 09:27:00,288,spices,3,fruit
Cust_2019-09-04 09:27:00_no_297,2019-09-04 09:27:00,297,fruit,4,spices
Cust_2019-09-04 09:27:00_no_308,2019-09-04 09:27:00,308,fruit,4,fruit
Cust_2019-09-04 09:27:00_no_309,2019-09-04 09:27:00,309,fruit,4,fruit
Cust_2019-09-04 09:27:00_no_313,2019-09-04 09:27:00,313,spices,3,fruit
Cust_2019-09-04 09:27:00_no_316,2019-09-04 09:27:00,316,checkout,0,spices
Cust_2019-09-04 09:27:00_no_318,2019-09-04 09:27:00,318,spices,3,checkout
Cust_2019-09-04 09:27:00_no_320,2019-09-04 09:27:00,320,drinks,6,spices
Cust_2019-09-04 09:27:00_no_321,2019-09-04 09:27:00,321,spices,3,drinks
Cust_2019-09-04 09:28:00_no_288,2019-09-04 09:28:00,288,checkout,0,spices
Cust_2019-09-04 09:28:00_no_308,2019-09-04 09:28:00,308,checkout,0,checkout
Cust_2019-09-04 09:28:00_no_309,2019-09-04 09:28:00,309,drinks,6,checkout
Cust_2019-09-04 09:28:00_no_313,2019-09-04 09:28:00,313,dairy,5,drinks
Cust_2019-09-04 09:28:00_no_315,2019-09-04 09:28:00,315,dairy,5,dairy
Cust_2019-09-04 09:28:00_no_318,2019-09-04 09:28:00,318,dairy,5,dairy
Cust_2019-09-04 09:28:00_no_319,2019-09-04 09:28:00,319,dairy,5,dairy
Cust_2019-09-04 09:28:00_no_320,2019-09-04 09:28:00,320,checkout,0,dairy
Cust_2019-09-04 09:28:00_no_321,2019-09-04 09:28:00,321,dairy,5,checkout
Cust_2019-09-04 09:28:00_no_322,2019-09-04 09:28:00,322,dairy,5,dairy
Cust_2019-09-04 09:29:00_no_297,2019-09-04 09:29:00,297,checkout,0,dairy
Cust_2019-09-04 09:29:00_no_307,2019-09-04 09:29:00,307,checkout,0,checkout
Cust_2019-09-04 09:29:00_no_309,2019-09-04 09:29:00,309,checkout,0,checkout
Cust_2019-09-04 09:29:00_no_318,2019-09-04 09:29:00,318,checkout,0,checkout
Cust_2019-09-04 09:29:00_no_323,2019-09-04 09:29:00,323,fruit,4,checkout
Cust_2019-09-04 09:30:00_no_319,2019-09-04 09:30:00,319,checkout,0,fruit
Cust_2019-09-04 09:30:00_no_323,2019-09-04 09:30:00,323,dairy,5,checkout
Cust_2019-09-04 09:30:00_no_324,2019-09-04 09:30:00,324,spices,3,dairy
Cust_2019-09-04 09:30:00_no_325,2019-09-04 09:30:00,325,fruit,4,spices
Cust_2019-09-04 09:30:00_no_326,2019-09-04 09:30:00,326,fruit,4,fruit
Cust_2019-09-04 09:30:00_no_327,2019-09-04 09:30:00,327,dairy,5,fruit
Cust_2019-09-04 09:30:00_no_328,2019-09-04 09:30:00,328,drinks,6,dairy
Cust_2019-09-04 09:31:00_no_275,2019-09-04 09:31:00,275,checkout,0,drinks
Cust_2019-09-04 09:31:00_no_312,2019-09-04 09:31:00,312,checkout,0,checkout
Cust_2019-09-04 09:31:00_no_317,2019-09-04 09:31:00,317,checkout,0,checkout
Cust_2019-09-04 09:31:00_no_324,2019-09-04 09:31:00,324,dairy,5,checkout
Cust_2019-09-04 09:31:00_no_326,2019-09-04 09:31:00,326,dairy,5,dairy
Cust_2019-09-04 09:32:00_no_321,2019-09-04 09:32:00,321,checkout,0,dairy
Cust_2019-09-04 09:32:00_no_326,2019-09-04 09:32:00,326,checkout,0,checkout
Cust_2019-09-04 09:33:00_no_301,2019-09-04 09:33:00,301,checkout,0,checkout
Cust_2019-09-04 09:33:00_no_310,2019-09-04 09:33:00,310,checkout,0,checkout
Cust_2019-09-04 09:33:00_no_322,2019-09-04 09:33:00,322,checkout,0,checkout
Cust_2019-09-04 09:33:00_no_328,2019-09-04 09:33:00,328,checkout,0,checkout
Cust_2019-09-04 09:33:00_no_329,2019-09-04 09:33:00,329,dairy,5,checkout
Cust_2019-09-04 09:33:00_no_330,2019-09-04 09:33:00,330,dairy,5,dairy
Cust_2019-09-04 09:35:00_no_313,2019-09-04 09:35:00,313,fruit,4,dairy
Cust_2019-09-04 09:35:00_no_324,2019-09-04 09:35:00,324,spices,3,fruit
Cust_2019-09-04 09:36:00_no_264,2019-09-04 09:36:00,264,fruit,4,spices
Cust_2019-09-04 09:36:00_no_313,2019-09-04 09:36:00,313,dairy,5,fruit
Cust_2019-09-04 09:36:00_no_315,2019-09-04 09:36:00,315,checkout,0,dairy
Cust_2019-09-04 09:36:00_no_324,2019-09-04 09:36:00,324,dairy,5,checkout
Cust_2019-09-04 09:36:00_no_331,2019-09-04 09:36:00,331,dairy,5,dairy
Cust_2019-09-04 09:36:00_no_332,2019-09-04 09:36:00,332,fruit,4,dairy
Cust_2019-09-04 09:36:00_no_333,2019-09-04 09:36:00,333,spices,3,fruit
Cust_2019-09-04 09:36:00_no_334,2019-09-04 09:36:00,334,fruit,4,spices
Cust_2019-09-04 09:37:00_no_264,2019-09-04 09:37:00,264,checkout,0,fruit
Cust_2019-09-04 09:37:00_no_333,2019-09-04 09:37:00,333,dairy,5,checkout
Cust_2019-09-04 09:37:00_no_335,2019-09-04 09:37:00,335,dairy,5,dairy
Cust_2019-09-04 09:37:00_no_336,2019-09-04 09:37:00,336,spices,3,dairy
Cust_2019-09-04 09:37:00_no_337,2019-09-04 09:37:00,337,dairy,5,spices
Cust_2019-09-04 09:38:00_no_323,2019-09-04 09:38:00,323,drinks,6,dairy
Cust_2019-09-04 09:38:00_no_325,2019-09-04 09:38:00,325,dairy,5,drinks
Cust_2019-09-04 09:38:00_no_329,2019-09-04 09:38:00,329,checkout,0,dairy
Cust_2019-09-04 09:38:00_no_333,2019-09-04 09:38:00,333,fruit,4,checkout
Cust_2019-09-04 09:38:00_no_334,2019-09-04 09:38:00,334,spices,3,fruit
Cust_2019-09-04 09:38:00_no_336,2019-09-04 09:38:00,336,fruit,4,spices
Cust_2019-09-04 09:39:00_no_323,2019-09-04 09:39:00,323,spices,3,fruit
Cust_2019-09-04 09:39:00_no_336,2019-09-04 09:39:00,336,checkout,0,spices
Cust_2019-09-04 09:39:00_no_338,2019-09-04 09:39:00,338,spices,3,checkout
Cust_2019-09-04 09:39:00_no_339,2019-09-04 09:39:00,339,drinks,6,spices
Cust_2019-09-04 09:39:00_no_340,2019-09-04 09:39:00,340,fruit,4,drinks
Cust_2019-09-04 09:39:00_no_341,2019-09-04 09:39:00,341,spices,3,fruit
Cust_2019-09-04 09:39:00_no_342,2019-09-04 09:39:00,342,drinks,6,spices
Cust_2019-09-04 09:39:00_no_343,2019-09-04 09:39:00,343,dairy,5,drinks
Cust_2019-09-04 09:40:00_no_313,2019-09-04 09:40:00,313,drinks,6,dairy
Cust_2019-09-04 09:40:00_no_327,2019-09-04 09:40:00,327,checkout,0,drinks
Cust_2019-09-04 09:40:00_no_331,2019-09-04 09:40:00,331,fruit,4,checkout
Cust_2019-09-04 09:40:00_no_338,2019-09-04 09:40:00,338,drinks,6,fruit
Cust_2019-09-04 09:41:00_no_313,2019-09-04 09:41:00,313,spices,3,drinks
Cust_2019-09-04 09:41:00_no_323,2019-09-04 09:41:00,323,dairy,5,spices
Cust_2019-09-04 09:41:00_no_324,2019-09-04 09:41:00,324,drinks,6,dairy
Cust_2019-09-04 09:41:00_no_332,2019-09-04 09:41:00,332,drinks,6,drinks
Cust_2019-09-04 09:41:00_no_338,2019-09-04 09:41:00,338,checkout,0,drinks
Cust_2019-09-04 09:41:00_no_341,2019-09-04 09:41:00,341,drinks,6,checkout
Cust_2019-09-04 09:42:00_no_313,2019-09-04 09:42:00,313,drinks,6,drinks
Cust_2019-09-04 09:42:00_no_323,2019-09-04 09:42:00,323,fruit,4,drinks
Cust_2019-09-04 09:42:00_no_334,2019-09-04 09:42:00,334,drinks,6,fruit
Cust_2019-09-04 09:42:00_no_335,2019-09-04 09:42:00,335,checkout,0,drinks
Cust_2019-09-04 09:42:00_no_337,2019-09-04 09:42:00,337,fruit,4,checkout
Cust_2019-09-04 09:42:00_no_344,2019-09-04 09:42:00,344,fruit,4,fruit
Cust_2019-09-04 09:43:00_no_333,2019-09-04 09:43:00,333,checkout,0,fruit
Cust_2019-09-04 09:43:00_no_339,2019-09-04 09:43:00,339,checkout,0,checkout
Cust_2019-09-04 09:43:00_no_341,2019-09-04 09:43:00,341,checkout,0,checkout
Cust_2019-09-04 09:43:00_no_343,2019-09-04 09:43:00,343,fruit,4,checkout
Cust_2019-09-04 09:44:00_no_323,2019-09-04 09:44:00,323,checkout,0,fruit
Cust_2019-09-04 09:44:00_no_331,2019-09-04 09:44:00,331,checkout,0,checkout
Cust_2019-09-04 09:44:00_no_332,2019-09-04 09:44:00,332,checkout,0,checkout
Cust_2019-09-04 09:44:00_no_344,2019-09-04 09:44:00,344,dairy,5,checkout
Cust_2019-09-04 09:45:00_no_324,2019-09-04 09:45:00,324,fruit,4,dairy
Cust_2019-09-04 09:45:00_no_330,2019-09-04 09:45:00,330,drinks,6,fruit
Cust_2019-09-04 09:45:00_no_337,2019-09-04 09:45:00,337,checkout,0,drinks
Cust_2019-09-04 09:45:00_no_340,2019-09-04 09:45:00,340,dairy,5,checkout
Cust_2019-09-04 09:45:00_no_345,2019-09-04 09:45:00,345,drinks,6,dairy
Cust_2019-09-04 09:46:00_no_313,2019-09-04 09:46:00,313,fruit,4,drinks
Cust_2019-09-04 09:46:00_no_330,2019-09-04 09:46:00,330,fruit,4,fruit
Cust_2019-09-04 09:46:00_no_342,2019-09-04 09:46:00,342,fruit,4,fruit
Cust_2019-09-04 09:46:00_no_344,2019-09-04 09:46:00,344,checkout,0,fruit
Cust_2019-09-04 09:46:00_no_346,2019-09-04 09:46:00,346,dairy,5,checkout
Cust_2019-09-04 09:47:00_no_345,2019-09-04 09:47:00,345,checkout,0,dairy
